Ranker,Oracle,DisplayRanker,Dataset,Comparisons,NDCG@10,Budget,Experiment
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],trec-covid,2500,0.48983,50,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],trec-covid,5000,0.48983,100,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],trec-covid,7500,0.48983,150,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],trec-covid,10000,0.73588,200,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],trec-covid,12500,0.72847,250,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],trec-covid,15000,0.73333,300,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],trec-covid,19882,0.75741,500,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],trec-covid,2500,0.48983,50,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],trec-covid,5000,0.72968,100,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],trec-covid,7500,0.7503,150,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],trec-covid,10000,0.73284,200,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],trec-covid,11637,0.76106,250,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],trec-covid,11637,0.76106,300,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],trec-covid,11637,0.76106,500,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,2500,0.59469,50,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,5000,0.59469,100,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,7500,0.59469,150,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,10000,0.63795,200,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,12500,0.63795,250,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,15000,0.6411,300,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,24866,0.6806,500,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,2500,0.59469,50,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,5000,0.63501,100,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,7500,0.64544,150,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,10000,0.67675,200,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,12500,0.66676,250,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,15000,0.7054,300,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,25000,0.72033,500,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,2500,0.64708,50,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,5000,0.66016,100,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,7500,0.67051,150,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,10000,0.67519,200,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,12500,0.67222,250,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,15000,0.67443,300,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,25000,0.6897,500,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,2500,0.63378,50,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,5000,0.6466,100,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,7500,0.64459,150,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,10000,0.65747,200,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,12500,0.66486,250,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,15000,0.67908,300,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,25000,0.71669,500,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,2500,0.26368,50,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,5000,0.26368,100,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,7500,0.24914,150,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,10000,0.24784,200,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,12500,0.24757,250,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,15000,0.3332,300,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,25000,0.73659,500,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,2500,0.27164,50,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,5000,0.24759,100,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,7500,0.27096,150,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,10000,0.55463,200,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,12500,0.73357,250,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,15000,0.746,300,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,25000,0.75363,500,MohajerExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,16402,0.67287,500,PacExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,16402,0.67287,600,PacExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,16402,0.67287,700,PacExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,16402,0.67287,800,PacExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,16402,0.67287,900,PacExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],trec-covid,16402,0.67287,1000,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,9243,0.7002,500,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,9243,0.7002,600,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,9243,0.7002,700,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,9243,0.7002,800,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,9243,0.7002,900,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],trec-covid,9243,0.7002,1000,PacExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,29666,0.6952,600,PacExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,34334,0.70439,700,PacExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,38484,0.71086,800,PacExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,42320,0.7151,900,PacExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],trec-covid,45722,0.71585,1000,PacExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,30000,0.73722,600,PacExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,35000,0.7386,700,PacExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,40000,0.75203,800,PacExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,45000,0.76101,900,PacExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],trec-covid,50000,0.76201,1000,PacExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,30000,0.69169,600,PacExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,35000,0.70409,700,PacExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,40000,0.70409,800,PacExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,45000,0.71381,900,PacExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],trec-covid,50000,0.71332,1000,PacExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,28433,0.73674,600,PacExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,28932,0.74123,700,PacExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,29027,0.74704,800,PacExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,29027,0.74704,900,PacExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],trec-covid,29027,0.74704,1000,PacExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,30000,0.753,600,PacExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,35000,0.753,700,PacExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,40000,0.753,800,PacExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,44924,0.753,900,PacExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],trec-covid,49704,0.753,1000,PacExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,30000,0.75287,600,PacExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,35000,0.74192,700,PacExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,39961,0.7473,800,PacExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,44370,0.75871,900,PacExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],trec-covid,45502,0.75233,1000,PacExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],dbpedia-entity,20000,0.11565,50,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],dbpedia-entity,40000,0.11567,100,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],dbpedia-entity,59958,0.11567,150,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],dbpedia-entity,79908,0.20966,200,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],dbpedia-entity,99858,0.21982,250,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],dbpedia-entity,119808,0.23334,300,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],dbpedia-entity,149676,0.2391,500,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],dbpedia-entity,20000,0.11519,50,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],dbpedia-entity,39977,0.2173,100,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],dbpedia-entity,59927,0.23266,150,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],dbpedia-entity,79876,0.23715,200,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],dbpedia-entity,94595,0.24307,250,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],dbpedia-entity,94786,0.24124,300,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],dbpedia-entity,94786,0.24124,500,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,19994,0.10372,50,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,39944,0.10372,100,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,59894,0.10372,150,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,79826,0.11338,200,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,96342,0.11384,250,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,105878,0.11574,300,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,116698,0.11783,500,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,19981,0.10372,50,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,39926,0.11477,100,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,59646,0.11441,150,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,79186,0.11721,200,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,98796,0.11842,250,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,117998,0.11902,300,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,192061,0.12108,500,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,20000,0.13024,50,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,40000,0.14923,100,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,60000,0.16629,150,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,80000,0.18771,200,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,100000,0.19716,250,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,120000,0.20221,300,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,199872,0.21471,500,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,20000,0.12401,50,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,40000,0.1447,100,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,60000,0.15137,150,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,79986,0.16061,200,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,99909,0.15628,250,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,119869,0.15765,300,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,199684,0.17176,500,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,20000,0.10361,50,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,40000,0.10316,100,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,59964,0.0985,150,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,79914,0.09816,200,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,99864,0.10895,250,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,119814,0.13883,300,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,199614,0.18209,500,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,20000,0.10452,50,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,39957,0.09435,100,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,59907,0.12615,150,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,79857,0.17164,200,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,99807,0.18466,250,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,119659,0.18589,300,MohajerExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,162541,0.19083,500,MohajerExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,128898,0.14947,500,PacExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,128898,0.14947,600,PacExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,128898,0.14947,700,PacExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,128898,0.14947,800,PacExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,128898,0.14947,900,PacExp
PAC + Bubble,Bidirectional,PAC + Bubble [Bidirectional],dbpedia-entity,128898,0.14947,1000,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,71742,0.15304,500,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,71742,0.15304,600,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,71742,0.15304,700,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,71742,0.15304,800,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,71742,0.15304,900,PacExp
PAC + Bubble,Sampling,PAC + Bubble [Sampling],dbpedia-entity,71742,0.15304,1000,PacExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,117770,0.11784,600,PacExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,118270,0.11818,700,PacExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,118692,0.1182,800,PacExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,119092,0.1183,900,PacExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],dbpedia-entity,119334,0.11847,1000,PacExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,227803,0.12258,600,PacExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,261143,0.12109,700,PacExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,292923,0.12185,800,PacExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,323202,0.12206,900,PacExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],dbpedia-entity,347851,0.12138,1000,PacExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,239772,0.21865,600,PacExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,279672,0.21945,700,PacExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,319572,0.22126,800,PacExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,359472,0.22093,900,PacExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],dbpedia-entity,399372,0.22173,1000,PacExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,239213,0.17663,600,PacExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,277020,0.19603,700,PacExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,312961,0.20305,800,PacExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,346041,0.21232,900,PacExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],dbpedia-entity,377515,0.22529,1000,PacExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,239050,0.18299,600,PacExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,261584,0.18299,700,PacExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,274560,0.18299,800,PacExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,282546,0.18299,900,PacExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],dbpedia-entity,287784,0.18299,1000,PacExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,170858,0.18486,600,PacExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,174811,0.1848,700,PacExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,177459,0.1875,800,PacExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,178032,0.18748,900,PacExp
PRP Sort (classic),Sampling,PRP Sort (classic) [Sampling],dbpedia-entity,178022,0.18836,1000,PacExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],fiqa,32400,0.15312,50,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],fiqa,64800,0.15312,100,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],fiqa,97200,0.15312,150,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],fiqa,129600,0.25146,200,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],fiqa,162000,0.2594,250,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],fiqa,194400,0.25313,300,MohajerExp
Mohajer (IR),Bidirectional,Mohajer (IR) [Bidirectional],fiqa,259202,0.25874,500,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],fiqa,32400,0.15312,50,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],fiqa,64800,0.20851,100,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],fiqa,97200,0.23896,150,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],fiqa,129600,0.25017,200,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],fiqa,150955,0.24845,250,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],fiqa,150955,0.24845,300,MohajerExp
Mohajer (IR),Sampling,Mohajer (IR) [Sampling],fiqa,150955,0.24845,500,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,32400,0.23607,50,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,64800,0.23607,100,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,97200,0.23607,150,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,129600,0.28021,200,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,161918,0.28034,250,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,192888,0.28263,300,MohajerExp
Bubble Sort (Classic),Bidirectional,Bubble Sort (Classic) [Bidirectional],fiqa,276192,0.29203,500,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,32400,0.23607,50,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,64800,0.29123,100,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,97200,0.27948,150,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,129600,0.28915,200,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,162000,0.29557,250,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,194400,0.30348,300,MohajerExp
Bubble Sort (Classic),Sampling,Bubble Sort (Classic) [Sampling],fiqa,324000,0.31161,500,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,32400,0.26351,50,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,64800,0.26628,100,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,97200,0.26652,150,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,129600,0.2647,200,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,162000,0.2657,250,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,194400,0.26813,300,MohajerExp
Quick Sort (Classic),Bidirectional,Quick Sort (Classic) [Bidirectional],fiqa,324000,0.26758,500,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,32400,0.24154,50,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,64800,0.24078,100,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,97200,0.24829,150,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,129600,0.23719,200,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,162000,0.25062,250,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,194400,0.24524,300,MohajerExp
Quick Sort (Classic),Sampling,Quick Sort (Classic) [Sampling],fiqa,323987,0.2437,500,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,32400,0.00166,50,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,64800,0.00166,100,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,97200,0.00139,150,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,129600,0.00113,200,MohajerExp
PRP Sort (classic),Bidirectional,PRP Sort (classic) [Bidirectional],fiqa,162000,0.08425,250,MohajerExp
